# Called events
# X;Y
10990961;11520646
10990963;11590504
10990988;12265790
10991042;11797154
10990926;1854392
10990969;11468672
10991043;11717946
10990927;1807420
10991014;8766736
10991028;11529010
10990960;11400600
10990950;11607686
10990953;11490138
10990956;11271958
10990938;11540642
10990958;11575790
10990940;11389176
10990939;11459170
10991006;11307712
10990976;11764808
10991010;5477488
10990931;11493060
10990991;12833054
10991051;3714
10991032;12602566
10990994;13079228
10990984;13028132
10990985;13043732
10991030;12048166
10990943;11706774
10991023;11563574
10990967;11228958
10990942;11259806
10990962;11360466
10991038;12096374
10991031;11634360
10991044;11867000
10990948;11532140
10990928;2114
10991047;11712250
10990989;12108968
10991029;11949260
10991009;5017000
10991026;11649266
10990941;11212062
10991048;10886586
10990992;12707638
10991013;9010104
10990965;11623180
10990937;11557494
10990977;11303560
10991025;11852476
10990975;11460422
10990974;11058168
10991037;12114854
10991004;11740786
10990949;11380248
10990957;11364282
10991045;11651072
10990981;11900506
10990982;11822386
10991003;11878946
10990980;11838024
10990970;11357440
10990966;11080760
10991021;11694596
10991041;12045466
10990934;11661834
10990978;11795832
10990997;11280256
10991001;11979902
10990999;12449910
10990990;12032216
10990959;11519912
10990947;11354194
10990944;11617840
10990983;11955766
10990968;11651698
10990929;12114
10990954;11546092
10991000;11959828
10990946;11000644
10991007;10758840
10990932;11302090
10990951;11599916
10990972;11289562
10991039;12975168
10990971;11514656
10991022;11754302
10991040;11838082
10991015;8312662
10990936;11115298


# Submitted events
10991011;7579860
10991034;12804236
10991033;11773622
10990933;11838716
10990930;6540798
10990987;12419238
10991018;11155762
10991024;11728652
10990973;11370362
10991016;8619008
10991017;10051978
10991027;12053506
10990993;13014766
10990996;12052626
10991050;3865720
10991049;11301250
10991005;11268272
10991019;11716320
10991036;13288922
10991035;13333966
10990952;11332096
10990935;11534582
10991008;11308642
10990979;12001160
10990995;13073498
10991046;11648434
10991020;11646780
10991012;8986860
10990955;11836746
10990986;13070870
10990945;11427854
10991002;11567556
10990964;11192216
10990998;11996392
