#operations\\\_per\\\_sec; elk-AVG; elk-DEV; file-AVG; file-DEV;


vanilla; 161995.946; 336.851;


raw; 155829.839; 2086.663; 100859.456; 192.95; 97845.272; 141.874;
detailed; 148939.476; 1301.381; 89897.205; 36.7; 90140.696; 27.832;
detailed\\\_all; 146153.538; 2688.59; 90340.994; 201.53; 107508.329; 317.006;
detailed\\\_all\\\_uhash; 142166.591; 458.142; 93423.155; 143.559; 105802.614; 323.988;
detailed\\\_all\\\_khash; 90280.194; 408.64; 52796.927; 68.407; 61029.754; 126.558;
