1659098097;23571
1659098098;21666
1659098099;4015
1659098100;6597
1659098105;554
1659098106;8967
1659098107;9513
1659098108;23794
1659098109;8993
1659098110;5292
1659098111;7506
1659098112;1
1659098113;15187
1659098114;14050
1659098115;6892
1659098116;11383
1659098117;7409
1659098118;9497
1659098119;8533
1659098120;11465
1659098121;9330
1659098122;6704
1659098123;8942
1659098124;11838
1659098125;7511
1659098126;6997
1659098127;7823
1659098128;8826
1659098129;9573
1659098130;6522
1659098131;11446
1659098132;11127
1659098133;10353
1659098134;5216
1659098135;7409
1659098136;7715
1659098137;9724
1659098138;7990
1659098139;6731
1659098140;7614
1659098141;6962
1659098142;8384
1659098143;11053
1659098144;5743
1659098145;8620
1659098146;5235
1659098147;5896
1659098148;11627
1659098149;6690
1659098150;7981
1659098151;5947
1659098152;10352
1659098153;11025
1659098154;5678
1659098155;5490
1659098156;9245
1659098157;7247
1659098158;10133
1659098159;5351
1659098160;9175
1659098161;8779
1659098162;8110
1659098163;9031
1659098164;8162
1659098165;6714
1659098166;9442
1659098167;7401
1659098168;9247
1659098169;11349
1659098170;7466
1659098171;5316
1659098172;8921
1659098173;12329
1659098174;10649
1659098175;5830
1659098176;7882
1659098177;8859
1659098178;11046
1659098179;6465
1659098180;7917
1659098181;9748
1659098182;7718
1659098183;12848
1659098184;6859
1659098185;9442
1659098186;6487
1659098187;8001
1659098188;10844
1659098189;10170
1659098190;6055
1659098191;7801
1659098192;7337
1659098193;10981
1659098194;8811
1659098195;7298
1659098196;10552
1659098197;9632
1659098198;8253
1659098199;9011
1659098200;7775
1659098201;9317
1659098202;8411
1659098203;11284
1659098204;7854
1659098205;8110
1659098206;9756
1659098207;8225
1659098208;8171
1659098209;6292
1659098210;6191
1659098211;7878
1659098212;7567
1659098213;10134
1659098214;8486
1659098215;9773
1659098216;8478
1659098217;6384
1659098218;9860
1659098219;7382
1659098220;10071
1659098221;6891
1659098222;7483
1659098223;10549
1659098224;9526
1659098225;8164
1659098226;8787
1659098227;7806
1659098228;11661
1659098229;7821
1659098230;7135
1659098231;11450
1659098232;8362
1659098233;9132
1659098234;9791
1659098235;6999
1659098236;7040
1659098237;12212
1659098238;8803
1659098239;7509
1659098240;8361
1659098241;9517
1659098242;7583
1659098243;8722
1659098244;8917
1659098245;9316
1659098246;7577
1659098247;8238
1659098248;8416
1659098249;8502
1659098250;9062
1659098251;7720
1659098252;5373
1659098253;10956
1659098254;10451
1659098255;8678
1659098256;8812
1659098257;10760
1659098258;7860
1659098259;8271
1659098260;7690
1659098261;11804
1659098262;5593
1659098263;11997
