throughput;   lost;   usr;     sys;      idl;     wai;     stl;
8570.002;     0;      20.618;  18.283;   60.703;  0.396;   0.0
10527.575;    0;      9.734;   8.336;    81.619;  0.311;   0.0
11380.313;    0;      9.695;   7.858;    82.136;  0.312;   0.0
12216.299;    0.51;   9.087;   7.137;    83.446;  0.329;   0.0
13029.976;    2.78;   9.417;   7.254;    82.974;  0.355;   0.0
17647.626;    25.79;  9.16;    7.331;    83.09;   0.419;   0.0
44263.661;    67.22;  8.529;   8.947;    81.399;  1.125;   0.0
69286.98;     78.80;  8.759;   13.726;   75.837;  1.678;   0.0
