#timestamp; throughput
1657233668; 19654.514;
1657233669; 19545.379;
1657233670; 18236.029;
1657233672; 14704.985;
1657233673; 15037.666;
1657233674; 14211.310;
1657233675; 12099.116;
1657233677; 11363.947;
1657233678; 11454.378;
1657233679; 11910.082;
1657233681; 10672.544;
1657233682; 8360.000;
1657233684; 8457.392;
1657233685; 10469.624;
1657233686; 16381.521;
1657233688; 12025.328;
1657233689; 13952.851;
1657233690; 14499.446;
1657233692; 14502.896;
1657233693; 12939.539;
1657233694; 13899.745;
1657233695; 15079.295;
1657233696; 13579.368;
1657233698; 13131.952;
1657233699; 13760.207;
1657233700; 13762.388;
1657233702; 14844.607;
1657233703; 15018.910;
1657233705; 11739.704;
1657233706; 11216.319;
1657233708; 10314.600;
1657233709; 11198.181;
1657233711; 11239.998;
1657233713; 10343.078;
1657233714; 8460.592;
1657233715; 18070.943;
1657233717; 21174.227;
1657233718; 17474.203;
1657233719; 16400.586;
1657233720; 16654.438;
1657233722; 18003.006;
1657233723; 18359.773;
1657233724; 16793.369;
1657233726; 16441.402;
1657233727; 18934.947;
1657233728; 17472.711;
1657233729; 19215.557;
1657233731; 16416.557;
1657233732; 12601.973;
1657233734; 12846.197;
1657233735; 13601.602;
1657233736; 14801.894;
1657233738; 13368.765;
1657233740; 11580.806;
1657233741; 8028.283;
1657233742; 7448.493;
1657233743; 11421.103;
1657233744; 24903.117;
1657233746; 21490.443;
1657233747; 15650.206;
1657233748; 15288.912;
1657233750; 19249.268;
1657233751; 20830.438;
1657233752; 19861.684;
1657233753; 16700.012;
1657233755; 21114.633;
1657233756; 20610.531;
1657233757; 20578.977;
1657233759; 21058.953;
1657233760; 13055.284;
1657233762; 15216.522;
1657233763; 16504.279;
1657233765; 16213.258;
1657233766; 14585.828;
1657233767; 16099.981;
1657233769; 15781.663;
1657233770; 7408.999;
1657233771; 9012.582;
1657233772; 19864.502;
1657233773; 26752.031;
1657233775; 23805.475;
1657233776; 23641.973;
1657233777; 22430.820;
1657233778; 23217.227;
1657233779; 21908.664;
1657233781; 21997.570;
1657233782; 18704.361;
1657233783; 22325.287;
1657233784; 21474.168;
1657233785; 25622.002;
1657233787; 23717.260;
1657233789; 19904.975;
1657233790; 13239.605;
1657233792; 17095.727;
1657233793; 17733.760;
1657233795; 16872.762;
1657233796; 16507.635;
1657233798; 18425.014;
1657233800; 12836.390;
1657233801; 7312.350;
1657233802; 16427.164;
1657233804; 22270.152;
1657233805; 20113.709;
1657233806; 21407.387;
1657233807; 19879.123;
1657233809; 15977.597;
1657233810; 24074.812;
1657233811; 30782.559;
1657233812; 26499.123;
1657233813; 22746.416;
1657233815; 21653.762;
1657233816; 24603.771;
1657233817; 29187.545;
1657233819; 27272.082;
1657233820; 23156.113;
1657233822; 22706.883;
1657233823; 16373.350;
1657233825; 13956.548;
1657233826; 18465.660;
1657233828; 17212.139;
1657233830; 13864.445;
1657233831; 14818.592;
1657233833; 12156.948;
1657233834; 16694.564;
1657233836; 21843.949;
1657233837; 21481.477;
1657233838; 22411.418;
1657233840; 19959.145;
1657233841; 18380.758;
1657233842; 18292.490;
1657233843; 21332.943;
1657233844; 28284.098;
1657233846; 28660.205;
1657233847; 25814.420;
1657233848; 24182.051;
1657233849; 23979.027;
1657233850; 31076.031;
1657233852; 32033.828;
1657233853; 30033.830;
1657233855; 28610.799;
1657233856; 13949.743;
1657233858; 14288.909;
1657233859; 15022.966;
1657233861; 13547.533;
1657233863; 10854.902;
1657233865; 12984.227;
1657233866; 11940.107;
1657233868; 16543.086;
1657233869; 19379.346;
1657233871; 18565.613;
1657233872; 20826.209;
1657233873; 22817.488;
1657233874; 22239.168;
1657233875; 22458.031;
1657233876; 17644.383;
1657233878; 22479.697;
1657233879; 34240.320;
1657233880; 31760.410;
1657233881; 28316.238;
1657233883; 26769.322;
1657233884; 26345.129;
1657233886; 30248.387;
1657233887; 31471.713;
1657233889; 29158.195;
1657233890; 29511.471;
1657233891; 21768.533;
1657233893; 17305.348;
1657233894; 24223.012;
1657233895; 23696.648;
1657233897; 23603.838;
1657233898; 23329.598;
1657233900; 24484.373;
1657233901; 20617.957;
1657233902; 16041.812;
1657233904; 28548.438;
1657233905; 25642.658;
1657233906; 22607.832;
1657233907; 21806.312;
1657233908; 20692.838;
1657233910; 20572.643;
1657233912; 29729.764;
1657233913; 35996.742;
1657233914; 30298.770;
1657233915; 29373.494;
1657233917; 26806.594;
1657233918; 29754.752;
1657233919; 32899.730;
1657233920; 32182.582;
1657233922; 35156.445;
1657233923; 28593.826;
1657233925; 17671.645;
1657233926; 25954.852;
1657233928; 28222.088;
1657233929; 25320.646;
1657233931; 26265.604;
1657233932; 23994.344;
1657233934; 26865.641;
1657233935; 21377.129;
1657233936; 13952.841;
1657233938; 24903.291;
1657233939; 26207.854;
1657233940; 22997.609;
1657233941; 22073.535;
1657233942; 26756.383;
1657233943; 20075.904;
1657233945; 19997.258;
1657233946; 25531.641;
1657233947; 34067.840;
1657233948; 30890.049;
1657233950; 27380.131;
1657233951; 24721.250;
1657233952; 25601.709;
1657233954; 31695.496;
1657233955; 29230.586;
1657233956; 20874.990;
1657233957; 26528.746;
1657233959; 22888.107;
1657233960; 12214.065;
1657233962; 21059.840;
1657233963; 18303.990;
1657233965; 14382.010;
1657233966; 14035.804;
1657233968; 19714.850;
1657233970; 15351.916;
1657233971; 11777.865;
1657233972; 27830.797;
1657233974; 25984.572;
1657233975; 19986.846;
1657233976; 18615.842;
1657233978; 19129.117;
