1659098097;368.296875
1659098098;338.53125
1659098099;62.734375
1659098100;103.078125
1659098105;8.65625
1659098106;140.109375
1659098107;148.640625
1659098108;371.78125
1659098109;140.515625
1659098110;82.6875
1659098111;117.28125
1659098112;0.015625
1659098113;237.296875
1659098114;219.53125
1659098115;107.6875
1659098116;177.859375
1659098117;115.765625
1659098118;148.390625
1659098119;133.328125
1659098120;179.140625
1659098121;145.78125
1659098122;104.75
1659098123;139.71875
1659098124;184.96875
1659098125;117.359375
1659098126;109.328125
1659098127;122.234375
1659098128;137.90625
1659098129;149.578125
1659098130;101.90625
1659098131;178.84375
1659098132;173.859375
1659098133;161.765625
1659098134;81.5
1659098135;115.765625
1659098136;120.546875
1659098137;151.9375
1659098138;124.84375
1659098139;105.171875
1659098140;118.96875
1659098141;108.78125
1659098142;131.0
1659098143;172.703125
1659098144;89.734375
1659098145;134.6875
1659098146;81.796875
1659098147;92.125
1659098148;181.671875
1659098149;104.53125
1659098150;124.703125
1659098151;92.921875
1659098152;161.75
1659098153;172.265625
1659098154;88.71875
1659098155;85.78125
1659098156;144.453125
1659098157;113.234375
1659098158;158.328125
1659098159;83.609375
1659098160;143.359375
1659098161;137.171875
1659098162;126.71875
1659098163;141.109375
1659098164;127.53125
1659098165;104.90625
1659098166;147.53125
1659098167;115.640625
1659098168;144.484375
1659098169;177.328125
1659098170;116.65625
1659098171;83.0625
1659098172;139.390625
1659098173;192.640625
1659098174;166.390625
1659098175;91.09375
1659098176;123.15625
1659098177;138.421875
1659098178;172.59375
1659098179;101.015625
1659098180;123.703125
1659098181;152.3125
1659098182;120.59375
1659098183;200.75
1659098184;107.171875
1659098185;147.53125
1659098186;101.359375
1659098187;125.015625
1659098188;169.4375
1659098189;158.90625
1659098190;94.609375
1659098191;121.890625
1659098192;114.640625
1659098193;171.578125
1659098194;137.671875
1659098195;114.03125
1659098196;164.875
1659098197;150.5
1659098198;128.953125
1659098199;140.796875
1659098200;121.484375
1659098201;145.578125
1659098202;131.421875
1659098203;176.3125
1659098204;122.71875
1659098205;126.71875
1659098206;152.4375
1659098207;128.515625
1659098208;127.671875
1659098209;98.3125
1659098210;96.734375
1659098211;123.09375
1659098212;118.234375
1659098213;158.34375
1659098214;132.59375
1659098215;152.703125
1659098216;132.46875
1659098217;99.75
1659098218;154.0625
1659098219;115.34375
1659098220;157.359375
1659098221;107.671875
1659098222;116.921875
1659098223;164.828125
1659098224;148.84375
1659098225;127.5625
1659098226;137.296875
1659098227;121.96875
1659098228;182.203125
1659098229;122.203125
1659098230;111.484375
1659098231;178.90625
1659098232;130.65625
1659098233;142.6875
1659098234;152.984375
1659098235;109.359375
1659098236;110.0
1659098237;190.8125
1659098238;137.546875
1659098239;117.328125
1659098240;130.640625
1659098241;148.703125
1659098242;118.484375
1659098243;136.28125
1659098244;139.328125
1659098245;145.5625
1659098246;118.390625
1659098247;128.71875
1659098248;131.5
1659098249;132.84375
1659098250;141.59375
1659098251;120.625
1659098252;83.953125
1659098253;171.1875
1659098254;163.296875
1659098255;135.59375
1659098256;137.6875
1659098257;168.125
1659098258;122.8125
1659098259;129.234375
1659098260;120.15625
1659098261;184.4375
1659098262;87.390625
1659098263;187.453125
1659098264;173.09375
1659098265;118.359375
1659098266;106.890625
1659098267;84.90625
1659098268;125.1875
1659098269;193.65625
1659098270;134.015625
1659098271;89.75
1659098272;156.03125
1659098273;135.84375
1659098274;163.421875
1659098275;153.796875
1659098276;146.296875
1659098277;60.0
1659098278;167.515625
1659098279;125.1875
1659098280;67.890625
1659098281;147.078125
1659098282;123.046875
1659098283;145.03125
1659098284;154.90625
1659098285;109.875
1659098286;74.65625
1659098287;177.890625
1659098288;150.6875
1659098289;131.296875
1659098290;100.5625
1659098291;123.234375
1659098292;172.09375
1659098293;156.671875
1659098294;85.375
1659098295;63.578125
1659098296;107.34375
1659098297;110.765625
1659098298;151.5
1659098299;181.0625
