#stats; calls; calls-DEV; calls\\\_event\\\_path; calls\\\_event\\\_path-DEV; calls\\\_process; calls\\\_process-DEV; discarded; discarded-DEV; errors; errors-DEV; handled; handled-DEV; incomplete; incomplete-DEV; incomplete\\\_event\\\_path; incomplete\\\_event\\\_path-DEV; incomplete\\\_process; incomplete\\\_process-DEV; lost; lost-DEV; lost\\\_event\\\_path; lost\\\_event\\\_path-DEV; lost\\\_process; lost\\\_process-DEV; returned; returned-DEV; returned\\\_event\\\_path; returned\\\_event\\\_path-DEV; returned\\\_process; returned\\\_process-DEV; saved; saved-DEV; saved\\\_event\\\_path; saved\\\_event\\\_path-DEV; saved\\\_process; saved\\\_process-DEV; truncated; truncated-DEV;
0; 1; 16; 211814433.667; 6108833.542; 14126593.667; 407262.002; 27.0; 0.0; 6.0; 0.0; 6534.0; 0.0; 40732587.0; 4464768.353; 3798336.667; 145380.87; 1283752.333; 48472.444; 0.0; 0.0; 173633468.0; 10277748.892; 11574976.0; 685136.525; 4.333; 0.577; 38180959.667; 4185771.562; 2551617.667; 278996.374; 9.667; 0.577; 38180959.667; 4185771.562; 1267865.333; 230586.429; 0.0; 0.0; 0.0; 0.0;
1; 1; 256; 211872502.667; 1104474.811; 14130469.333; 73632.984; 27.0; 0.0; 6.0; 0.0; 6534.0; 0.0; 42800464.667; 905056.181; 7827421.667; 157423.844; 2613996.667; 52978.13; 0.0; 0.0; 171535479.0; 1554390.593; 11435219.667; 103582.655; 5.667; 1.155; 40337017.667; 478642.28; 2695249.667; 31859.038; 8.333; 1.155; 40119696.667; 848533.678; 66763.0; 4042.435; 0.0; 0.0; 0.0; 0.0;
2; 1; 512; 204846140.0; 4989970.766; 13662040.667; 332667.309; 27.0; 0.0; 6.0; 0.0; 6534.0; 0.0; 51324974.333; 3607955.495; 9186488.0; 416816.287; 3067914.667; 142222.101; 0.0; 0.0; 156734357.0; 8372124.14; 10448850.667; 557888.729; 6.667; 0.577; 48111777.0; 3382698.377; 3213190.0; 225256.84; 7.333; 0.577; 48111777.0; 3382698.377; 145275.333; 83051.044; 0.0; 0.0; 0.0; 0.0;
3;2;{/:Bold 1024}; 207020081.333; 5091538.896; 13806964.667; 339441.598; 27.0; 0.0; 6.0; 0.0; 6534.0; 0.0; 55131363.0; 3560354.16; 10058031.667; 403402.665; 3355286.667; 137376.312; 0.0; 0.0; 155339915.333; 8423032.516; 10355770.333; 561292.363; 5.333; 0.577; 51680160.0; 3338063.875; 3451194.333; 222290.032; 8.667; 0.577; 51680160.0; 3338063.875; 95907.667; 85200.842; 0.0; 0.0; 0.0; 0.0;
4; 1; 2048;206953343.667; 6638263.374; 13802520.0; 442551.212; 27.0; 0.0; 6.0; 0.0; 6534.0; 0.0; 65291860.0; 3493508.619; 12011656.333; 459923.237; 4005253.667; 154740.218; 0.0; 0.0; 145747561.0; 9912694.484; 9716445.0; 660568.861; 5.667; 2.082; 61205776.667; 3275427.49; 4086075.0; 218083.106; 8.333; 2.082; 61205776.667; 3275427.49; 80821.333; 63570.31; 0.0; 0.0; 0.0; 0.0;
5; 1; 4096; 194673921.667; 427238.274; 12983890.0; 28491.18; 27.0; 0.0; 6.0; 0.0; 6534.0; 0.0; 84451626.0; 661659.115; 15286370.333; 330256.119; 5098345.667; 107924.761; 0.0; 0.0; 115505655.0; 629748.897; 7700532.667; 41951.529; 6.0; 0.0; 79168260.667; 620324.213; 5283357.333; 41334.914; 8.0; 0.0; 79168260.667; 620324.213; 185011.667; 66656.758; 0.0; 0.0; 0.0; 0.0;


#operations\\\_per\\\_sec; AVG; DEV;
16; 129405.489; 3733.289; 1
256; 129439.742; 675.358; 1
512; 125144.282; 3046.424; 1
1024; 126475.646; 3113.611; 3
2048; 126434.885; 4055.044; 1
4096; 118931.627; 261.147; 1


